path,tagname
Project.InitialSituation.Furniture.TrainWashFacilities.TrainWashFacility.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.TrainWashFacilities.TrainWashFacility.Location.GeographicLocation.gml:Polygon.gml:outerBoundaryIs.gml:LinearRing.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.TrainWashFacilities.TrainWashFacility.Location.GeographicLocation.gml:Polygon.@srsName,@srsName
Project.InitialSituation.Furniture.TrainWashFacilities.TrainWashFacility.Location.GeographicLocation.gml:Polygon.gml:innerBoundaryIs.gml:LinearRing.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.TrainWashFacilities.TrainWashFacility.@name,@name
Project.InitialSituation.Furniture.TrainWashFacilities.TrainWashFacility.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.TrainWashFacilities.TrainWashFacility.Metadata.@localID,@localID
Project.InitialSituation.Furniture.TrainWashFacilities.TrainWashFacility.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.TrainWashFacilities.TrainWashFacility.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.TrainWashFacilities.TrainWashFacility.Metadata.@originType,@originType
Project.InitialSituation.Furniture.TrainWashFacilities.TrainWashFacility.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.TrainWashFacilities.TrainWashFacility.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.TrainWashFacilities.TrainWashFacility.Metadata.@source,@source
Project.InitialSituation.Furniture.TrainWashFacilities.TrainWashFacility.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.TrainWashFacilities.TrainWashFacility.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.TrainWashFacilities.TrainWashFacility.@puic,@puic
Project.InitialSituation.Furniture.KeyLocks.KeyLock.@controlCount,@controlCount
Project.InitialSituation.Furniture.KeyLocks.KeyLock.@authority,@authority
Project.InitialSituation.Furniture.KeyLocks.KeyLock.@secondKeyType,@secondKeyType
Project.InitialSituation.Furniture.KeyLocks.KeyLock.@name,@name
Project.InitialSituation.Furniture.KeyLocks.KeyLock.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.KeyLocks.KeyLock.Location.GeographicLocation.gml:Point.@srsName,@srsName
Project.InitialSituation.Furniture.KeyLocks.KeyLock.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.KeyLocks.KeyLock.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.KeyLocks.KeyLock.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.KeyLocks.KeyLock.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.KeyLocks.KeyLock.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.KeyLocks.KeyLock.@firstKeyType,@firstKeyType
Project.InitialSituation.Furniture.KeyLocks.KeyLock.@controlType,@controlType
Project.InitialSituation.Furniture.KeyLocks.KeyLock.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.KeyLocks.KeyLock.Metadata.@localID,@localID
Project.InitialSituation.Furniture.KeyLocks.KeyLock.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.KeyLocks.KeyLock.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.KeyLocks.KeyLock.Metadata.@originType,@originType
Project.InitialSituation.Furniture.KeyLocks.KeyLock.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.KeyLocks.KeyLock.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.KeyLocks.KeyLock.Metadata.@source,@source
Project.InitialSituation.Furniture.KeyLocks.KeyLock.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.KeyLocks.KeyLock.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.KeyLocks.KeyLock.@operationalPointTrackRef,@operationalPointTrackRef
Project.InitialSituation.Furniture.KeyLocks.KeyLock.@puic,@puic
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.@controlCount,@controlCount
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.@authority,@authority
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.@levelCrossingRef,@levelCrossingRef
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.@name,@name
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.Location.GeographicLocation.gml:Point.@srsName,@srsName
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.@controlType,@controlType
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.Metadata.@localID,@localID
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.Metadata.@originType,@originType
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.Metadata.@source,@source
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.LevelCrossingControls.LevelCrossingControl.@puic,@puic
Project.InitialSituation.Furniture.TensionWireLights.TensionWireLight.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.TensionWireLights.TensionWireLight.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.TensionWireLights.TensionWireLight.Location.GeographicLocation.gml:LineString.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.TensionWireLights.TensionWireLight.Location.GeographicLocation.gml:LineString.@srsName,@srsName
Project.InitialSituation.Furniture.TensionWireLights.TensionWireLight.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.TensionWireLights.TensionWireLight.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.TensionWireLights.TensionWireLight.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.TensionWireLights.TensionWireLight.@name,@name
Project.InitialSituation.Furniture.TensionWireLights.TensionWireLight.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.TensionWireLights.TensionWireLight.Metadata.@localID,@localID
Project.InitialSituation.Furniture.TensionWireLights.TensionWireLight.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.TensionWireLights.TensionWireLight.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.TensionWireLights.TensionWireLight.Metadata.@originType,@originType
Project.InitialSituation.Furniture.TensionWireLights.TensionWireLight.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.TensionWireLights.TensionWireLight.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.TensionWireLights.TensionWireLight.Metadata.@source,@source
Project.InitialSituation.Furniture.TensionWireLights.TensionWireLight.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.TensionWireLights.TensionWireLight.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.TensionWireLights.TensionWireLight.@puic,@puic
Project.InitialSituation.Furniture.AtbVvConnectionCabinets.AtbVvConnectionCabinet.@name,@name
Project.InitialSituation.Furniture.AtbVvConnectionCabinets.AtbVvConnectionCabinet.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.AtbVvConnectionCabinets.AtbVvConnectionCabinet.Location.GeographicLocation.gml:Point.@srsName,@srsName
Project.InitialSituation.Furniture.AtbVvConnectionCabinets.AtbVvConnectionCabinet.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.AtbVvConnectionCabinets.AtbVvConnectionCabinet.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.AtbVvConnectionCabinets.AtbVvConnectionCabinet.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.AtbVvConnectionCabinets.AtbVvConnectionCabinet.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.AtbVvConnectionCabinets.AtbVvConnectionCabinet.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.AtbVvConnectionCabinets.AtbVvConnectionCabinet.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.AtbVvConnectionCabinets.AtbVvConnectionCabinet.Metadata.@localID,@localID
Project.InitialSituation.Furniture.AtbVvConnectionCabinets.AtbVvConnectionCabinet.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.AtbVvConnectionCabinets.AtbVvConnectionCabinet.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.AtbVvConnectionCabinets.AtbVvConnectionCabinet.Metadata.@originType,@originType
Project.InitialSituation.Furniture.AtbVvConnectionCabinets.AtbVvConnectionCabinet.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.AtbVvConnectionCabinets.AtbVvConnectionCabinet.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.AtbVvConnectionCabinets.AtbVvConnectionCabinet.Metadata.@source,@source
Project.InitialSituation.Furniture.AtbVvConnectionCabinets.AtbVvConnectionCabinet.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.AtbVvConnectionCabinets.AtbVvConnectionCabinet.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.AtbVvConnectionCabinets.AtbVvConnectionCabinet.@puic,@puic
Project.InitialSituation.Furniture.FireHydrants.FireHydrant.@name,@name
Project.InitialSituation.Furniture.FireHydrants.FireHydrant.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.FireHydrants.FireHydrant.Location.GeographicLocation.gml:Point.@srsName,@srsName
Project.InitialSituation.Furniture.FireHydrants.FireHydrant.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.FireHydrants.FireHydrant.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.FireHydrants.FireHydrant.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.FireHydrants.FireHydrant.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.FireHydrants.FireHydrant.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.FireHydrants.FireHydrant.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.FireHydrants.FireHydrant.Metadata.@localID,@localID
Project.InitialSituation.Furniture.FireHydrants.FireHydrant.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.FireHydrants.FireHydrant.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.FireHydrants.FireHydrant.Metadata.@originType,@originType
Project.InitialSituation.Furniture.FireHydrants.FireHydrant.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.FireHydrants.FireHydrant.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.FireHydrants.FireHydrant.Metadata.@source,@source
Project.InitialSituation.Furniture.FireHydrants.FireHydrant.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.FireHydrants.FireHydrant.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.FireHydrants.FireHydrant.@puic,@puic
Project.InitialSituation.Furniture.AmphibianScreens.AmphibianScreen.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.AmphibianScreens.AmphibianScreen.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.AmphibianScreens.AmphibianScreen.Location.GeographicLocation.gml:LineString.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.AmphibianScreens.AmphibianScreen.Location.GeographicLocation.gml:LineString.@srsName,@srsName
Project.InitialSituation.Furniture.AmphibianScreens.AmphibianScreen.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.AmphibianScreens.AmphibianScreen.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.AmphibianScreens.AmphibianScreen.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.AmphibianScreens.AmphibianScreen.@name,@name
Project.InitialSituation.Furniture.AmphibianScreens.AmphibianScreen.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.AmphibianScreens.AmphibianScreen.Metadata.@localID,@localID
Project.InitialSituation.Furniture.AmphibianScreens.AmphibianScreen.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.AmphibianScreens.AmphibianScreen.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.AmphibianScreens.AmphibianScreen.Metadata.@originType,@originType
Project.InitialSituation.Furniture.AmphibianScreens.AmphibianScreen.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.AmphibianScreens.AmphibianScreen.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.AmphibianScreens.AmphibianScreen.Metadata.@source,@source
Project.InitialSituation.Furniture.AmphibianScreens.AmphibianScreen.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.AmphibianScreens.AmphibianScreen.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.AmphibianScreens.AmphibianScreen.@puic,@puic
Project.InitialSituation.Furniture.OHSFences.OHSFence.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.OHSFences.OHSFence.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.OHSFences.OHSFence.Location.GeographicLocation.gml:LineString.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.OHSFences.OHSFence.Location.GeographicLocation.gml:LineString.@srsName,@srsName
Project.InitialSituation.Furniture.OHSFences.OHSFence.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.OHSFences.OHSFence.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.OHSFences.OHSFence.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.OHSFences.OHSFence.@name,@name
Project.InitialSituation.Furniture.OHSFences.OHSFence.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.OHSFences.OHSFence.Metadata.@localID,@localID
Project.InitialSituation.Furniture.OHSFences.OHSFence.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.OHSFences.OHSFence.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.OHSFences.OHSFence.Metadata.@originType,@originType
Project.InitialSituation.Furniture.OHSFences.OHSFence.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.OHSFences.OHSFence.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.OHSFences.OHSFence.Metadata.@source,@source
Project.InitialSituation.Furniture.OHSFences.OHSFence.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.OHSFences.OHSFence.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.OHSFences.OHSFence.@switchRef,@switchRef
Project.InitialSituation.Furniture.OHSFences.OHSFence.@isCollapsible,@isCollapsible
Project.InitialSituation.Furniture.OHSFences.OHSFence.@puic,@puic
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.@name,@name
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.Location.GeographicLocation.gml:Point.@srsName,@srsName
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.@keyType,@keyType
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.@switchMechanismRef,@switchMechanismRef
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.Metadata.@localID,@localID
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.Metadata.@originType,@originType
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.Metadata.@source,@source
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.KeyLockControls.KeyLockControl.@puic,@puic
Project.InitialSituation.Furniture.MonitoringSystemCabinets.MonitoringSystemCabinet.@name,@name
Project.InitialSituation.Furniture.MonitoringSystemCabinets.MonitoringSystemCabinet.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.MonitoringSystemCabinets.MonitoringSystemCabinet.Location.GeographicLocation.gml:Point.@srsName,@srsName
Project.InitialSituation.Furniture.MonitoringSystemCabinets.MonitoringSystemCabinet.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.MonitoringSystemCabinets.MonitoringSystemCabinet.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.MonitoringSystemCabinets.MonitoringSystemCabinet.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.MonitoringSystemCabinets.MonitoringSystemCabinet.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.MonitoringSystemCabinets.MonitoringSystemCabinet.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.MonitoringSystemCabinets.MonitoringSystemCabinet.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.MonitoringSystemCabinets.MonitoringSystemCabinet.Metadata.@localID,@localID
Project.InitialSituation.Furniture.MonitoringSystemCabinets.MonitoringSystemCabinet.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.MonitoringSystemCabinets.MonitoringSystemCabinet.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.MonitoringSystemCabinets.MonitoringSystemCabinet.Metadata.@originType,@originType
Project.InitialSituation.Furniture.MonitoringSystemCabinets.MonitoringSystemCabinet.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.MonitoringSystemCabinets.MonitoringSystemCabinet.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.MonitoringSystemCabinets.MonitoringSystemCabinet.Metadata.@source,@source
Project.InitialSituation.Furniture.MonitoringSystemCabinets.MonitoringSystemCabinet.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.MonitoringSystemCabinets.MonitoringSystemCabinet.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.MonitoringSystemCabinets.MonitoringSystemCabinet.@puic,@puic
Project.InitialSituation.Furniture.FillHydrants.FillHydrant.@name,@name
Project.InitialSituation.Furniture.FillHydrants.FillHydrant.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.FillHydrants.FillHydrant.Location.GeographicLocation.gml:Point.@srsName,@srsName
Project.InitialSituation.Furniture.FillHydrants.FillHydrant.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.FillHydrants.FillHydrant.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.FillHydrants.FillHydrant.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.FillHydrants.FillHydrant.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.FillHydrants.FillHydrant.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.FillHydrants.FillHydrant.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.FillHydrants.FillHydrant.Metadata.@localID,@localID
Project.InitialSituation.Furniture.FillHydrants.FillHydrant.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.FillHydrants.FillHydrant.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.FillHydrants.FillHydrant.Metadata.@originType,@originType
Project.InitialSituation.Furniture.FillHydrants.FillHydrant.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.FillHydrants.FillHydrant.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.FillHydrants.FillHydrant.Metadata.@source,@source
Project.InitialSituation.Furniture.FillHydrants.FillHydrant.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.FillHydrants.FillHydrant.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.FillHydrants.FillHydrant.@puic,@puic
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.@controlCount,@controlCount
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.@signalRef,@signalRef
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.@authority,@authority
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Lock.@name,@name
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Lock.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Lock.Location.GeographicLocation.gml:Point.@srsName,@srsName
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Lock.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Lock.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Lock.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Lock.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Lock.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Lock.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Lock.Metadata.@localID,@localID
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Lock.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Lock.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Lock.Metadata.@originType,@originType
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Lock.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Lock.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Lock.Metadata.@source,@source
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Lock.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Lock.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Lock.@puic,@puic
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.@name,@name
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Location.GeographicLocation.gml:Point.@srsName,@srsName
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.@controlType,@controlType
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Metadata.@localID,@localID
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Metadata.@originType,@originType
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Metadata.@source,@source
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.ControllerCabinets.ControllerCabinet.Metadata.@objectBeginTime,@objectBeginTime
