path,tagname
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.@masterSwitchPointHeatingCabinetRef,@masterSwitchPointHeatingCabinetRef
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.@switchPointHeatingCabinetType,@switchPointHeatingCabinetType
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.Metadata.@source,@source
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.Metadata.@sourceDataOwner,@sourceDataOwner
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.Metadata.@localID,@localID
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.Metadata.@objectEndTime,@objectEndTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.Metadata.@relativeElevation,@relativeElevation
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.Metadata.@registrationTime,@registrationTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.Metadata.@lifeCycleStatus,@lifeCycleStatus
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.Metadata.@objectBeginTime,@objectBeginTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.Metadata.@originType,@originType
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.Metadata.@isInService,@isInService
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.@name,@name
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.@puic,@puic
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.Location.KmRibbonLocation.@value,@value
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.Location.GeographicLocation.@azimuth,@azimuth
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.Location.GeographicLocation.@accuracy,@accuracy
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.Location.GeographicLocation.gml:Point.@srsName,@srsName
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchPointHeatingInstallations.SwitchPointHeatingInstallation.SwitchPointHeatingCabinet.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.Location.KmRibbonLocation.@value,@value
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.Location.GeographicLocation.@azimuth,@azimuth
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.Location.GeographicLocation.@accuracy,@accuracy
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.Location.GeographicLocation.gml:Polygon.gml:outerBoundaryIs.gml:LinearRing.gml:coordinates,gml:coordinates
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.Location.GeographicLocation.gml:Polygon.gml:innerBoundaryIs.gml:LinearRing.gml:coordinates,gml:coordinates
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.Location.GeographicLocation.gml:Polygon.@srsName,@srsName
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.@puic,@puic
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.Metadata.@source,@source
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.Metadata.@sourceDataOwner,@sourceDataOwner
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.Metadata.@localID,@localID
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.Metadata.@objectEndTime,@objectEndTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.Metadata.@relativeElevation,@relativeElevation
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.Metadata.@registrationTime,@registrationTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.Metadata.@lifeCycleStatus,@lifeCycleStatus
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.Metadata.@objectBeginTime,@objectBeginTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.Metadata.@originType,@originType
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.Metadata.@isInService,@isInService
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TrainWashFacilities.TrainWashFacility.@name,@name
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.Location.KmRibbonLocation.@value,@value
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.Location.GeographicLocation.@azimuth,@azimuth
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.Location.GeographicLocation.@accuracy,@accuracy
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.Location.GeographicLocation.gml:Polygon.gml:outerBoundaryIs.gml:LinearRing.gml:coordinates,gml:coordinates
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.Location.GeographicLocation.gml:Polygon.gml:innerBoundaryIs.gml:LinearRing.gml:coordinates,gml:coordinates
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.Location.GeographicLocation.gml:Polygon.@srsName,@srsName
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.@civilConstructionType,@civilConstructionType
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.Metadata.@source,@source
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.Metadata.@sourceDataOwner,@sourceDataOwner
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.Metadata.@localID,@localID
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.Metadata.@objectEndTime,@objectEndTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.Metadata.@relativeElevation,@relativeElevation
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.Metadata.@registrationTime,@registrationTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.Metadata.@lifeCycleStatus,@lifeCycleStatus
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.Metadata.@objectBeginTime,@objectBeginTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.Metadata.@originType,@originType
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.Metadata.@isInService,@isInService
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.@name,@name
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.@wildlifeCrossing,@wildlifeCrossing
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.@material,@material
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.@roadName,@roadName
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.@puic,@puic
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.@carriesTrack,@carriesTrack
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.CivilConstructions.CivilConstruction.@abbreviation,@abbreviation
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Transmitter.@frequency,@frequency
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Transmitter.@blockDemarcationRef,@blockDemarcationRef
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Metadata.@source,@source
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Metadata.@sourceDataOwner,@sourceDataOwner
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Metadata.@localID,@localID
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Metadata.@objectEndTime,@objectEndTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Metadata.@relativeElevation,@relativeElevation
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Metadata.@registrationTime,@registrationTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Metadata.@lifeCycleStatus,@lifeCycleStatus
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Metadata.@objectBeginTime,@objectBeginTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Metadata.@originType,@originType
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Metadata.@isInService,@isInService
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.@name,@name
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.@puic,@puic
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Location.KmRibbonLocation.@value,@value
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Location.GeographicLocation.@azimuth,@azimuth
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Location.GeographicLocation.@accuracy,@accuracy
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Location.GeographicLocation.gml:Point.@srsName,@srsName
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AfTuningUnits.AfTuningUnit.Receiver.@blockDemarcationRef,@blockDemarcationRef
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TunnelTechnicalInstallations.TunnelTechnicalInstallation.@puic,@puic
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TunnelTechnicalInstallations.TunnelTechnicalInstallation.Metadata.@source,@source
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TunnelTechnicalInstallations.TunnelTechnicalInstallation.Metadata.@sourceDataOwner,@sourceDataOwner
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TunnelTechnicalInstallations.TunnelTechnicalInstallation.Metadata.@localID,@localID
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TunnelTechnicalInstallations.TunnelTechnicalInstallation.Metadata.@objectEndTime,@objectEndTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TunnelTechnicalInstallations.TunnelTechnicalInstallation.Metadata.@relativeElevation,@relativeElevation
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TunnelTechnicalInstallations.TunnelTechnicalInstallation.Metadata.@registrationTime,@registrationTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TunnelTechnicalInstallations.TunnelTechnicalInstallation.Metadata.@lifeCycleStatus,@lifeCycleStatus
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TunnelTechnicalInstallations.TunnelTechnicalInstallation.Metadata.@objectBeginTime,@objectBeginTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TunnelTechnicalInstallations.TunnelTechnicalInstallation.Metadata.@originType,@originType
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TunnelTechnicalInstallations.TunnelTechnicalInstallation.Metadata.@isInService,@isInService
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TunnelTechnicalInstallations.TunnelTechnicalInstallation.@name,@name
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TunnelTechnicalInstallations.TunnelTechnicalInstallation.TunnelTubeRefs,TunnelTubeRefs
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.TunnelTechnicalInstallations.TunnelTechnicalInstallation.@hasStallDetection,@hasStallDetection
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.@equipmentRoomType,@equipmentRoomType
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.Metadata.@source,@source
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.Metadata.@sourceDataOwner,@sourceDataOwner
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.Metadata.@localID,@localID
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.Metadata.@objectEndTime,@objectEndTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.Metadata.@relativeElevation,@relativeElevation
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.Metadata.@registrationTime,@registrationTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.Metadata.@lifeCycleStatus,@lifeCycleStatus
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.Metadata.@objectBeginTime,@objectBeginTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.Metadata.@originType,@originType
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.Metadata.@isInService,@isInService
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.@name,@name
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.@puic,@puic
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.Location.KmRibbonLocation.@value,@value
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.Location.GeographicLocation.@azimuth,@azimuth
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.Location.GeographicLocation.@accuracy,@accuracy
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.Location.GeographicLocation.gml:Point.@srsName,@srsName
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.EquipmentRooms.EquipmentRoom.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.@housingRef,@housingRef
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.Metadata.@source,@source
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.Metadata.@sourceDataOwner,@sourceDataOwner
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.Metadata.@localID,@localID
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.Metadata.@objectEndTime,@objectEndTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.Metadata.@relativeElevation,@relativeElevation
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.Metadata.@registrationTime,@registrationTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.Metadata.@lifeCycleStatus,@lifeCycleStatus
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.Metadata.@objectBeginTime,@objectBeginTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.Metadata.@originType,@originType
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.Metadata.@isInService,@isInService
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.ElectronicsConnectionCabinetRefs,ElectronicsConnectionCabinetRefs
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.@name,@name
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.@puic,@puic
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.Location.KmRibbonLocation.@value,@value
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.Location.GeographicLocation.@azimuth,@azimuth
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.Location.GeographicLocation.@accuracy,@accuracy
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.Location.GeographicLocation.gml:Point.@srsName,@srsName
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.AxleCounterUnits.AxleCounterUnit.@countingReferenceDirection,@countingReferenceDirection
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.LubricationSystemCabinets.LubricationSystemCabinet.@puic,@puic
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.LubricationSystemCabinets.LubricationSystemCabinet.Metadata.@source,@source
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.LubricationSystemCabinets.LubricationSystemCabinet.Metadata.@sourceDataOwner,@sourceDataOwner
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.LubricationSystemCabinets.LubricationSystemCabinet.Metadata.@localID,@localID
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.LubricationSystemCabinets.LubricationSystemCabinet.Metadata.@objectEndTime,@objectEndTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.LubricationSystemCabinets.LubricationSystemCabinet.Metadata.@relativeElevation,@relativeElevation
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.LubricationSystemCabinets.LubricationSystemCabinet.Metadata.@registrationTime,@registrationTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.LubricationSystemCabinets.LubricationSystemCabinet.Metadata.@lifeCycleStatus,@lifeCycleStatus
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.LubricationSystemCabinets.LubricationSystemCabinet.Metadata.@objectBeginTime,@objectBeginTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.LubricationSystemCabinets.LubricationSystemCabinet.Metadata.@originType,@originType
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.LubricationSystemCabinets.LubricationSystemCabinet.Metadata.@isInService,@isInService
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.LubricationSystemCabinets.LubricationSystemCabinet.Location.KmRibbonLocation.@value,@value
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.LubricationSystemCabinets.LubricationSystemCabinet.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.LubricationSystemCabinets.LubricationSystemCabinet.Location.GeographicLocation.@azimuth,@azimuth
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.LubricationSystemCabinets.LubricationSystemCabinet.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.LubricationSystemCabinets.LubricationSystemCabinet.Location.GeographicLocation.@accuracy,@accuracy
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.LubricationSystemCabinets.LubricationSystemCabinet.Location.GeographicLocation.gml:Point.@srsName,@srsName
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.LubricationSystemCabinets.LubricationSystemCabinet.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.LubricationSystemCabinets.LubricationSystemCabinet.@name,@name
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchConnectionCabinets.SwitchConnectionCabinet.@puic,@puic
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchConnectionCabinets.SwitchConnectionCabinet.Metadata.@source,@source
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchConnectionCabinets.SwitchConnectionCabinet.Metadata.@sourceDataOwner,@sourceDataOwner
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchConnectionCabinets.SwitchConnectionCabinet.Metadata.@localID,@localID
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchConnectionCabinets.SwitchConnectionCabinet.Metadata.@objectEndTime,@objectEndTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchConnectionCabinets.SwitchConnectionCabinet.Metadata.@relativeElevation,@relativeElevation
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchConnectionCabinets.SwitchConnectionCabinet.Metadata.@registrationTime,@registrationTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchConnectionCabinets.SwitchConnectionCabinet.Metadata.@lifeCycleStatus,@lifeCycleStatus
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchConnectionCabinets.SwitchConnectionCabinet.Metadata.@objectBeginTime,@objectBeginTime
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchConnectionCabinets.SwitchConnectionCabinet.Metadata.@originType,@originType
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchConnectionCabinets.SwitchConnectionCabinet.Metadata.@isInService,@isInService
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchConnectionCabinets.SwitchConnectionCabinet.Location.KmRibbonLocation.@value,@value
SignalingDesign.RailInfrastructure.TrackAssets.TrackSideEquipment.SwitchConnectionCabinets.SwitchConnectionCabinet.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
